data,totale_positivi,nuovi_positivi,deceduti,terapia_intensiva,totale_ospedalizzati,tamponi
2021-10-11,96435.0,12.0,0.0,,,
2021-10-12,96457.0,22.0,0.0,,,
2021-10-13,96483.0,26.0,0.0,,,
2021-10-14,96488.0,5.0,0.0,,,
2021-10-15,96502.0,14.0,0.0,,,
2021-10-16,96523.0,21.0,0.0,,,
2021-10-17,96550.0,27.0,0.0,,,
2021-10-18,96571.0,21.0,0.0,,,
2021-10-19,96601.0,30.0,0.0,,,
2021-10-20,96622.0,21.0,0.0,,,
2021-10-21,96670.0,48.0,0.0,,,
2021-10-22,96715.0,45.0,0.0,,,
2021-10-23,96759.0,44.0,0.0,,,
2021-10-24,96797.0,38.0,0.0,,,
2021-10-25,96860.0,63.0,0.0,,,
2021-10-26,96899.0,39.0,0.0,,,
2021-10-27,96938.0,39.0,0.0,,,
2021-10-28,97002.0,64.0,0.0,,,
2021-10-29,97080.0,78.0,0.0,,,
2021-10-30,97152.0,72.0,0.0,,,
2021-10-31,97243.0,91.0,0.0,,,
2021-11-01,97314.0,71.0,0.0,,,
2021-11-02,97424.0,110.0,0.0,,,
2021-11-03,97527.0,103.0,0.0,,,
2021-11-04,97605.0,78.0,0.0,,,
2021-11-05,97665.0,60.0,0.0,,,
2021-11-06,97734.0,69.0,0.0,,,
2021-11-07,97823.0,89.0,0.0,,,
2021-11-08,97885.0,62.0,0.0,,,
2021-11-09,97939.0,54.0,0.0,,,
2021-11-10,98003.0,64.0,0.0,,,
2021-11-11,98099.0,96.0,0.0,,,
2021-11-12,98174.0,75.0,0.0,,,
2021-11-13,98263.0,89.0,0.0,,,
2021-11-14,98315.0,52.0,0.0,,,
2021-11-15,98337.0,22.0,0.0,,,
2021-11-16,98368.0,31.0,0.0,,,
2021-11-17,98403.0,35.0,0.0,,,
2021-11-18,98427.0,24.0,0.0,,,
2021-11-19,98450.0,23.0,0.0,,,
2021-11-20,98467.0,17.0,0.0,,,
2021-11-21,98505.0,38.0,0.0,,,
2021-11-22,98524.0,19.0,0.0,,,
2021-11-23,98546.0,22.0,0.0,,,
2021-11-24,98570.0,24.0,0.0,,,
2021-11-25,98583.0,13.0,0.0,,,
2021-11-26,98608.0,25.0,0.0,,,
2021-11-27,98631.0,23.0,0.0,,,
2021-11-28,98672.0,41.0,0.0,,,
2021-11-29,98711.0,39.0,0.0,,,
2021-11-30,98824.0,113.0,0.0,,,
2021-12-01,98897.0,73.0,0.0,,,
2021-12-02,98993.0,96.0,0.0,,,
2021-12-03,99083.0,90.0,0.0,,,
2021-12-04,99142.0,59.0,0.0,,,
2021-12-05,99203.0,61.0,0.0,,,
2021-12-06,99297.0,94.0,0.0,,,
2021-12-07,99371.0,74.0,0.0,,,
2021-12-08,99454.0,83.0,0.0,,,
2021-12-09,99517.0,63.0,0.0,,,
2021-12-10,99604.0,87.0,0.0,,,
2021-12-11,99679.0,75.0,0.0,,,
2021-12-12,99780.0,101.0,0.0,,,
2021-12-13,99856.0,76.0,0.0,,,
2021-12-14,99925.0,69.0,0.0,,,
2021-12-15,100000.0,75.0,0.0,,,
2021-12-16,100076.0,76.0,0.0,,,
2021-12-17,100201.0,125.0,0.0,,,
2021-12-18,100284.0,83.0,0.0,,,
2021-12-19,100386.0,102.0,0.0,,,
2021-12-20,100467.0,81.0,0.0,,,
2021-12-21,100545.0,78.0,0.0,,,
2021-12-22,100644.0,99.0,0.0,,,
2021-12-23,100731.0,87.0,0.0,,,
2021-12-24,100871.0,140.0,0.0,,,
2021-12-25,100917.0,46.0,0.0,,,
2021-12-26,101125.0,208.0,0.0,,,
