data,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,totale_positivi,variazione_totale_positivi,nuovi_positivi,deceduti,tamponi,ingressi_terapia_intensiva,decedutiMl,decedutiMLUp,decedutiMLDw
2021-11-11,3509.0,422.0,3931.0,106920.0,4061.0,8569.0,132618.0,109317358.0,37.0,133031.8159358978,133031.8159358978,133031.8159358978
2021-11-12,3525.0,445.0,3970.0,110659.0,3739.0,8516.0,132686.0,109816293.0,47.0,133085.28674631432,133085.28674631432,133085.28674631432
2021-11-13,3597.0,453.0,4050.0,115112.0,4453.0,8544.0,132739.0,110356664.0,39.0,133138.75755673085,133138.75755673085,133138.75755673085
2021-11-14,3647.0,458.0,4105.0,119230.0,4118.0,7569.0,132775.0,110802257.0,29.0,133192.22836714739,133192.22836714739,133192.22836714739
2021-11-15,3808.0,475.0,4283.0,120875.0,1645.0,5144.0,132819.0,111051082.0,41.0,133245.6991775639,133245.6991775639,133245.6991775639
2021-11-16,3970.0,481.0,4451.0,123396.0,2521.0,7698.0,132893.0,111735792.0,41.0,133299.16998798042,133299.16998798042,133299.16998798042
2021-11-17,4060.0,486.0,4546.0,127085.0,3689.0,10172.0,132965.0,112273557.0,39.0,133352.64079839693,133352.64079839693,133352.64079839693
2021-11-18,4088.0,503.0,4591.0,132513.0,5428.0,10638.0,133034.0,112899331.0,55.0,133406.11160881346,133406.11160881346,133406.11160881346
2021-11-19,4145.0,512.0,4657.0,137130.0,4617.0,10544.0,133082.0,113437819.0,39.0,133459.58241922996,133459.58241922996,133459.58241922996
2021-11-20,4250.0,512.0,4762.0,143401.0,6271.0,11555.0,133131.0,114012631.0,50.0,133513.0532296465,133513.0532296465,133513.0532296465
2021-11-21,4345.0,520.0,4865.0,148760.0,5359.0,9709.0,133177.0,114499740.0,35.0,133566.52404006303,133566.52404006303,133566.52404006303
2021-11-22,4507.0,549.0,5056.0,151514.0,2754.0,6404.0,133247.0,114767310.0,54.0,133619.99485047956,133619.99485047956,133619.99485047956
2021-11-23,4597.0,560.0,5157.0,154510.0,2996.0,10047.0,133330.0,115456590.0,61.0,133673.46566089606,133673.46566089606,133673.46566089606
2021-11-24,4629.0,573.0,5202.0,159317.0,4807.0,12448.0,133415.0,116019095.0,49.0,133726.9364713126,133726.9364713126,133726.9364713126
2021-11-25,4689.0,588.0,5277.0,166598.0,7281.0,13764.0,133486.0,116669093.0,57.0,133780.4072817291,133780.4072817291,133780.4072817291
2021-11-26,4748.0,606.0,5354.0,172618.0,6020.0,13686.0,133537.0,117226273.0,58.0,133833.8780921456,133833.8780921456,133833.8780921456
2021-11-27,4826.0,624.0,5450.0,178946.0,6328.0,12877.0,133627.0,117823171.0,68.0,133887.34890256217,133887.34890256217,133887.34890256217
2021-11-28,4964.0,638.0,5602.0,186443.0,7497.0,12932.0,133674.0,118335763.0,39.0,133940.81971297867,133940.81971297867,133940.81971297867
2021-11-29,5135.0,669.0,5804.0,189643.0,3200.0,7975.0,133739.0,118611763.0,58.0,133994.2905233952,133994.2905233952,133994.2905233952
2021-11-30,5227.0,683.0,5910.0,194270.0,4627.0,12764.0,133828.0,119331735.0,64.0,134047.7613338117,134047.7613338117,134047.7613338117
2021-12-01,5248.0,686.0,5934.0,199783.0,5513.0,15085.0,133931.0,119905510.0,62.0,134101.23214422824,134101.23214422824,134101.23214422824
2021-12-02,5298.0,698.0,5996.0,208871.0,9088.0,16806.0,134003.0,120584972.0,55.0,134154.70295464477,134154.70295464477,134154.70295464477
2021-12-03,5385.0,708.0,6093.0,216154.0,7283.0,17030.0,134077.0,121173417.0,60.0,134208.17376506128,134208.17376506128,134208.17376506128
2021-12-04,5428.0,732.0,6160.0,223718.0,7564.0,16632.0,134152.0,121810009.0,59.0,134261.64457547778,134261.64457547778,134261.64457547778
2021-12-05,5597.0,736.0,6333.0,232000.0,8282.0,15021.0,134195.0,122335117.0,45.0,134315.1153858943,134315.1153858943,134315.1153858943
2021-12-06,5879.0,743.0,6622.0,235835.0,3835.0,9503.0,134287.0,122636677.0,45.0,134368.58619631085,134368.58619631085,134368.58619631085
2021-12-07,6078.0,776.0,6854.0,240894.0,5059.0,15756.0,134386.0,123331813.0,89.0,134422.05700672738,134422.05700672738,134422.05700672738
2021-12-08,6099.0,791.0,6890.0,249214.0,8320.0,17959.0,134472.0,123896511.0,62.0,134475.52781714388,134475.52781714388,134475.52781714388
2021-12-09,6333.0,811.0,7144.0,254553.0,5339.0,12527.0,134551.0,124209339.0,69.0,134528.99862756042,134528.99862756042,134528.99862756042
2021-12-10,6483.0,816.0,7299.0,263148.0,8595.0,20497.0,134669.0,124925626.0,76.0,134582.46943797695,134582.46943797695,134582.46943797695
2021-12-11,6539.0,818.0,7357.0,273882.0,10734.0,21042.0,134765.0,125490703.0,76.0,134635.94024839345,134635.94024839345,134635.94024839345
2021-12-12,6697.0,829.0,7526.0,284877.0,10995.0,19215.0,134831.0,125992518.0,54.0,134689.41105880996,134689.41105880996,134689.41105880996
2021-12-13,6951.0,856.0,7807.0,290757.0,5880.0,12712.0,134929.0,126306054.0,60.0,134742.8818692265,134742.8818692265,134742.8818692265
2021-12-14,7163.0,863.0,8026.0,297394.0,6637.0,20677.0,135049.0,127082617.0,93.0,134796.35267964302,134796.35267964302,134796.35267964302
2021-12-15,7309.0,870.0,8179.0,305653.0,8259.0,23195.0,135178.0,127717255.0,84.0,134849.82349005956,134849.82349005956,134849.82349005956
2021-12-16,7338.0,917.0,8255.0,317930.0,12277.0,26109.0,135301.0,128435536.0,101.0,134903.29430047606,134903.29430047606,134903.29430047606
2021-12-17,7520.0,923.0,8443.0,331968.0,14038.0,28632.0,135421.0,129104696.0,70.0,134956.7651108926,134956.7651108926,134956.7651108926
2021-12-18,7576.0,953.0,8529.0,347472.0,15504.0,28064.0,135544.0,129802436.0,95.0,135010.23592130913,135010.23592130913,135010.23592130913
2021-12-19,7726.0,966.0,8692.0,362275.0,14803.0,24259.0,135641.0,130368736.0,78.0,135063.70673172563,135063.70673172563,135063.70673172563
2021-12-20,8101.0,987.0,9088.0,369703.0,7428.0,16213.0,135778.0,130705958.0,73.0,135117.17754214213,135117.17754214213,135117.17754214213
2021-12-21,8381.0,1012.0,9393.0,384144.0,14441.0,30798.0,135931.0,131557823.0,96.0,135170.64835255867,135170.64835255867,135170.64835255867
2021-12-22,8544.0,1010.0,9554.0,402729.0,18585.0,36293.0,136077.0,132337126.0,92.0,135224.1191629752,135224.1191629752,135224.1191629752
2021-12-23,8722.0,1023.0,9745.0,430029.0,27300.0,44595.0,136245.0,133238576.0,93.0,135277.58997339173,135277.58997339173,135277.58997339173
2021-12-24,8812.0,1038.0,9850.0,460674.0,30645.0,50599.0,136386.0,134168351.0,102.0,135331.06078380824,135331.06078380824,135331.06078380824
2021-12-25,8892.0,1071.0,9963.0,500466.0,39792.0,54762.0,136530.0,135138103.0,106.0,135384.53159422477,135384.53159422477,135384.53159422477
2021-12-26,9220.0,1089.0,10309.0,516839.0,16373.0,24883.0,136611.0,135355155.0,85.0,135438.0024046413,135438.0024046413,135438.0024046413
2021-12-27,,,,,,,,,,135491.4732150578,135491.4732150578,135491.4732150578
2021-12-28,,,,,,,,,,135544.9440254743,135544.9440254743,135544.9440254743
2021-12-29,,,,,,,,,,135598.41483589084,135598.41483589084,135598.41483589084
2021-12-30,,,,,,,,,,135651.88564630738,135651.88564630738,135651.88564630738
2021-12-31,,,,,,,,,,135705.3564567239,135705.3564567239,135705.3564567239
2022-01-01,,,,,,,,,,135758.8272671404,135764.64996709707,135758.6440954308
2022-01-02,,,,,,,,,,135812.29807755692,135860.93501482604,135791.28270684445
2022-01-03,,,,,,,,,,135865.76888797348,135969.7308635729,135782.1426443551
2022-01-04,,,,,,,,,,135919.23969838998,136076.8947396998,135765.9355349243
2022-01-05,,,,,,,,,,135972.7105088065,136173.57375101978,135751.698866857
2022-01-06,,,,,,,,,,136026.18131922302,136293.31478854961,135738.51661599003
2022-01-07,,,,,,,,,,136079.65212963955,136437.28610861505,135702.09842275185
2022-01-08,,,,,,,,,,136133.12294005608,136558.67015871272,135651.05116276184
2022-01-09,,,,,,,,,,136186.5937504726,136699.18006523742,135583.57689814537
2022-01-10,,,,,,,,,,136240.0645608891,136884.0282499625,135515.2814089334
2022-01-11,,,,,,,,,,136293.53537130565,137093.77225700565,135470.830679011
2022-01-12,,,,,,,,,,136347.00618172216,137238.1055616977,135423.95007169447
2022-01-13,,,,,,,,,,136400.47699213866,137384.9206541396,135384.17393205196
2022-01-14,,,,,,,,,,136453.9478025552,137548.22824827273,135336.61821302617
2022-01-15,,,,,,,,,,136507.41861297173,137759.46667759505,135276.92614756644
2022-01-16,,,,,,,,,,136560.88942338826,137948.2625962243,135188.44431541496
2022-01-17,,,,,,,,,,136614.36023380476,138132.7560377622,135128.9326857499
2022-01-18,,,,,,,,,,136667.83104422127,138368.72763812082,135012.4870170276
2022-01-19,,,,,,,,,,136721.30185463783,138563.34309876128,134894.37917427154
2022-01-20,,,,,,,,,,136774.77266505433,138744.02235648618,134815.23211286645
2022-01-21,,,,,,,,,,136828.24347547084,138983.62642248475,134737.89035621285
2022-01-22,,,,,,,,,,136881.7142858874,139205.26926017698,134649.71244342477
2022-01-23,,,,,,,,,,136935.1850963039,139446.14104776017,134550.37213951422
2022-01-24,,,,,,,,,,136988.6559067204,139680.83966745518,134398.84773076617
2022-01-25,,,,,,,,,,137042.12671713694,139897.29717438432,134264.1809663208
2022-01-26,,,,,,,,,,137095.59752755344,140112.69236638182,134217.26600709595
2022-01-27,,,,,,,,,,137149.06833797,140343.84999505657,134160.28052892486
2022-01-28,,,,,,,,,,137202.5391483865,140566.35841148786,134060.45224334908
2022-01-29,,,,,,,,,,137256.009958803,140778.10699017823,133964.85368659918
2022-01-30,,,,,,,,,,137309.48076921958,141019.35173511202,133830.1663176842
2022-01-31,,,,,,,,,,137362.95157963608,141224.19728319815,133720.03388209437
2022-02-01,,,,,,,,,,137416.42239005258,141438.92174568723,133633.67462275506
2022-02-02,,,,,,,,,,137469.89320046912,141707.1558933938,133490.82724686683
2022-02-03,,,,,,,,,,137523.36401088562,141987.8401421349,133396.44262229314
2022-02-04,,,,,,,,,,137576.83482130218,142214.82875391084,133184.0070020615
2022-02-05,,,,,,,,,,137630.3056317187,142555.91900148173,132911.6217260487
2022-02-06,,,,,,,,,,137683.7764421352,142851.85563755926,132823.4476715133
2022-02-07,,,,,,,,,,137737.24725255172,143189.71337131338,132722.94661407897
2022-02-08,,,,,,,,,,137790.71806296826,143494.27675539823,132559.70861922414
2022-02-09,,,,,,,,,,137844.18887338476,143907.47059572075,132444.70810046964
2022-02-10,,,,,,,,,,137897.6596838013,144237.26895621206,132361.0774318379
2022-02-11,,,,,,,,,,137951.1304942178,144536.19109695705,132270.2700636352
2022-02-12,,,,,,,,,,138004.60130463436,144809.99926707227,132146.8379732317
2022-02-13,,,,,,,,,,138058.07211505086,145085.54311438111,131983.8614630987
2022-02-14,,,,,,,,,,138111.54292546737,145463.90289767075,131614.64595847335
2022-02-15,,,,,,,,,,138165.0137358839,145809.09700590826,131380.0551146948
2022-02-16,,,,,,,,,,138218.48454630043,146101.53427527245,131166.97818858435
2022-02-17,,,,,,,,,,138271.95535671694,146471.27262355512,130961.10504695518
2022-02-18,,,,,,,,,,138325.42616713347,146744.3875530469,130759.88971829151
2022-02-19,,,,,,,,,,138378.89697754997,147108.00688808848,130583.78322177853
2022-02-20,,,,,,,,,,138432.36778796653,147510.36598209094,130416.04326741648
2022-02-21,,,,,,,,,,138485.83859838304,147819.3015449674,130345.05865224639
2022-02-22,,,,,,,,,,138539.30940879954,148158.0990494514,130220.00948860252
2022-02-23,,,,,,,,,,138592.78021921607,148381.47696657458,130074.00224242988
2022-02-24,,,,,,,,,,138646.2510296326,148756.1976835516,129927.99499625727
2022-02-25,,,,,,,,,,138699.7218400491,149051.73251069026,129713.28377648923
2022-02-26,,,,,,,,,,138753.19265046564,149453.8443222084,129639.6016165625
2022-02-27,,,,,,,,,,138806.66346088215,149735.26670495459,129273.78907307843
2022-02-28,,,,,,,,,,138860.1342712987,150055.18978717213,129133.22609091901
2022-03-01,,,,,,,,,,138913.6050817152,150322.91857222578,129026.93582604786
2022-03-02,,,,,,,,,,138967.07589213172,150676.2488889204,128928.07576561168
2022-03-03,,,,,,,,,,139020.54670254825,151008.40526507012,128705.08976841795
2022-03-04,,,,,,,,,,139074.01751296475,151345.9918489149,128464.12214187878
2022-03-05,,,,,,,,,,139127.4883233813,151641.2173133798,128287.09264536393
2022-03-06,,,,,,,,,,139180.95913379782,151950.35265800793,128147.50566529321
2022-03-07,,,,,,,,,,139234.42994421432,152470.22959478045,128016.76318606707
2022-03-08,,,,,,,,,,139287.9007546309,153049.1273551133,127852.75737163224
2022-03-09,,,,,,,,,,139341.3715650474,153344.17472791192,127677.44404774728
2022-03-10,,,,,,,,,,139394.8423754639,153727.32481298904,127497.61334092861
2022-03-11,,,,,,,,,,139448.31318588043,154049.1828708057,127312.02133039269
2022-03-12,,,,,,,,,,139501.78399629693,154457.14761541385,127058.04577420001
2022-03-13,,,,,,,,,,139555.25480671346,154777.3419016912,126829.83388600075
2022-03-14,,,,,,,,,,139608.72561713,155094.17427221002,126648.83951822446
2022-03-15,,,,,,,,,,139662.1964275465,155411.0066427288,126459.89482918932
2022-03-16,,,,,,,,,,139715.66723796306,155727.83901324758,126264.21662821952
2022-03-17,,,,,,,,,,139769.13804837957,156056.79750252882,126096.88820294781
2022-03-18,,,,,,,,,,139822.60885879607,156371.69182847434,125756.83277243821
2022-03-19,,,,,,,,,,139876.0796692126,156838.60824346822,125582.50225809398
2022-03-20,,,,,,,,,,139929.5504796291,157026.33058656516,125404.61201728089
2022-03-21,,,,,,,,,,139983.02129004564,157367.95354635868,125167.08811239028
2022-03-22,,,,,,,,,,140036.49210046217,157756.65070130417,124830.21993011037
2022-03-23,,,,,,,,,,140089.96291087868,158136.46838642456,124667.50591022952
2022-03-24,,,,,,,,,,140143.4337212952,158532.54484099115,124605.84844815829
2022-03-25,,,,,,,,,,140196.90453171174,159002.31208562083,124413.43087966628
2022-03-26,,,,,,,,,,140250.37534212825,159443.5852145514,124136.74002941466
2022-03-27,,,,,,,,,,140303.84615254478,159871.8623400534,123860.04917916308
2022-03-28,,,,,,,,,,140357.31696296128,160235.00003953173,123584.78162920733
2022-03-29,,,,,,,,,,140410.78777337782,160595.74598210334,123312.57458876807
2022-03-30,,,,,,,,,,140464.25858379435,160958.73383265192,123131.20323611028
2022-03-31,,,,,,,,,,140517.72939421085,161312.83224703575,122954.78728360179
2022-04-01,,,,,,,,,,140571.20020462736,161685.46475897523,122743.3847214236
2022-04-02,,,,,,,,,,140624.67101504392,162085.95581895945,122495.40936107581
2022-04-03,,,,,,,,,,140678.14182546042,162521.62757892386,122371.0605701368
2022-04-04,,,,,,,,,,140731.61263587695,162957.0679169696,122205.01857591282
2022-04-05,,,,,,,,,,140785.08344629346,163377.88703458075,122095.4217980275
2022-04-06,,,,,,,,,,140838.55425671,163736.32603353768,122007.32717364658
2022-04-07,,,,,,,,,,140892.02506712652,164160.64268082986,121841.84013865724
2022-04-08,,,,,,,,,,140945.49587754303,164584.95932812212,121515.9947363046
2022-04-09,,,,,,,,,,140998.96668795953,165009.2759754143,121178.72641699939
2022-04-10,,,,,,,,,,141052.4374983761,165423.4539100658,120870.41218280766
2022-04-11,,,,,,,,,,141105.9083087926,165812.9901805328,120567.38064542024
2022-04-12,,,,,,,,,,141159.37911920913,166236.67705896703,120219.12337264257
2022-04-13,,,,,,,,,,141212.84992962563,166706.5425645832,119889.47131760856
2022-04-14,,,,,,,,,,141266.32074004217,167130.85921187548,119559.8192625746
2022-04-15,,,,,,,,,,141319.7915504587,167550.67562631308,119238.50523081592
2022-04-16,,,,,,,,,,141373.2623608752,167945.31885845412,118904.07472295969
2022-04-17,,,,,,,,,,141426.7331712917,168247.13280478108,118585.2076444581
2022-04-18,,,,,,,,,,141480.20398170827,168729.3479688326,118054.06382983594
2022-04-19,,,,,,,,,,141533.67479212477,169206.21805856563,117461.8110496188
2022-04-20,,,,,,,,,,141587.1456025413,169593.82336117513,117058.28076191187
2022-04-21,,,,,,,,,,141640.6164129578,169957.55876308534,116684.42078921733
2022-04-22,,,,,,,,,,141694.08722337434,170503.94939663805,116310.5608165227
2022-04-23,,,,,,,,,,141747.55803379088,170991.3259244295,115946.34513965089
2022-04-24,,,,,,,,,,141801.02884420738,171381.92813781532,115755.8064412397
2022-04-25,,,,,,,,,,141854.49965462388,171924.71354922888,115906.53578268588
2022-04-26,,,,,,,,,,141907.97046504042,172395.6597404437,115607.94576344924
2022-04-27,,,,,,,,,,141961.44127545695,172855.03882400188,115348.97197474528
2022-04-28,,,,,,,,,,142014.91208587345,173250.56434720664,114779.64458050909
2022-04-29,,,,,,,,,,142068.38289629,173692.17667251333,114225.31558849153
2022-04-30,,,,,,,,,,142121.85370670652,174012.38155005392,113953.80031120771
2022-05-01,,,,,,,,,,142175.32451712305,174423.69215850584,113623.133648755
2022-05-02,,,,,,,,,,142228.79532753956,174763.4218033242,113397.08958792449
2022-05-03,,,,,,,,,,142282.2661379561,175109.54640679903,113100.38571644832
2022-05-04,,,,,,,,,,142335.7369483726,175645.16856425424,112605.60626384467
2022-05-05,,,,,,,,,,142389.20775878913,176259.2697425264,112270.13554492408
2022-05-06,,,,,,,,,,142442.67856920563,176831.02256509743,112230.70742606519
2022-05-07,,,,,,,,,,142496.14937962216,177319.14671535965,111962.97106180506
2022-05-08,,,,,,,,,,142549.6201900387,177733.50757096751,111749.3793472066
2022-05-09,,,,,,,,,,142603.09100045523,178108.94872021966,111458.63619051875
2022-05-10,,,,,,,,,,142656.56181087173,178507.2116563241,111167.89303383081
2022-05-11,,,,,,,,,,142710.03262128826,178930.79314390558,110529.45548709913
2022-05-12,,,,,,,,,,142763.50343170477,179393.5105351791,110446.44671311216
2022-05-13,,,,,,,,,,142816.9742421213,179856.22792645267,110070.18439268232
2022-05-14,,,,,,,,,,142870.4450525378,180318.9453177262,109699.46234517911
2022-05-15,,,,,,,,,,142923.91586295434,180548.7315022982,109355.18909868094
2022-05-16,,,,,,,,,,142977.38667337087,181085.796025964,108937.10831388945
2022-05-17,,,,,,,,,,143030.8574837874,181691.37522092398,108185.6705965415
2022-05-18,,,,,,,,,,143084.3282942039,181950.76628724398,107742.71754311185
2022-05-19,,,,,,,,,,143137.79910462044,182351.0492425671,107344.68874590097
2022-05-20,,,,,,,,,,143191.26991503694,182893.50400037217,106831.0719723708
2022-05-21,,,,,,,,,,143244.74072545348,183549.8840086814,106435.01822703646
2022-05-22,,,,,,,,,,143298.21153586998,184008.8311605722,106056.7393676525
2022-05-23,,,,,,,,,,143351.6823462865,184477.40414406813,105688.29912383058
2022-05-24,,,,,,,,,,143405.15315670305,184946.11923046183,105319.85888000867
2022-05-25,,,,,,,,,,143458.62396711958,185505.8876460247,104938.89978433364
2022-05-26,,,,,,,,,,143512.09477753608,185973.00016356428,104636.15631645075
2022-05-27,,,,,,,,,,143565.56558795262,186624.6432194003,104332.86899978266
2022-05-28,,,,,,,,,,143619.03639836912,187085.06857896913,104036.55240079798
2022-05-29,,,,,,,,,,143672.50720878565,187772.18992772364,103425.85909608087
2022-05-30,,,,,,,,,,143725.97801920216,188317.42801070222,103061.02976265531
2022-05-31,,,,,,,,,,143779.4488296187,188779.18729135513,102658.30684616574
2022-06-01,,,,,,,,,,143832.91964003522,189278.04922787828,102280.01881563879
2022-06-02,,,,,,,,,,143886.39045045176,189727.71173584924,102089.87530558661
2022-06-03,,,,,,,,,,143939.86126086826,190187.99178203385,101767.10145330931
2022-06-04,,,,,,,,,,143993.33207128476,190714.70240054987,101202.68958879555
2022-06-05,,,,,,,,,,144046.8028817013,191216.27186279945,101001.20712924334
2022-06-06,,,,,,,,,,144100.27369211783,191682.36397550968,100799.72466969113
2022-06-07,,,,,,,,,,144153.74450253433,192138.6862979859,100308.47514724101
2022-06-08,,,,,,,,,,144207.21531295087,192565.93586386027,99805.14203767356
2022-06-09,,,,,,,,,,144260.6861233674,192993.18542973476,99305.6963993967
2022-06-10,,,,,,,,,,144314.15693378393,193375.2096622693,98915.15787493388
2022-06-11,,,,,,,,,,144367.62774420044,193892.0504800979,98422.49666331042
2022-06-12,,,,,,,,,,144421.09855461694,194361.25287564597,98134.08082600818
2022-06-13,,,,,,,,,,144474.56936503347,195205.30462818732,97758.68435799876
2022-06-14,,,,,,,,,,144528.04017545,196098.1779993417,97461.93052025478
2022-06-15,,,,,,,,,,144581.5109858665,196694.27338074215,97063.59996402614
2022-06-16,,,,,,,,,,144634.98179628304,197159.12585838028,96643.29527998583
2022-06-17,,,,,,,,,,144688.45260669957,197942.84628629993,96292.4747417271
2022-06-18,,,,,,,,,,144741.92341711605,198818.0465618117,95937.15611123256
2022-06-19,,,,,,,,,,144795.3942275326,199496.63401334317,95647.6011312441
2022-06-20,,,,,,,,,,144848.86503794912,199859.9084594382,95488.2885474536
2022-06-21,,,,,,,,,,144902.33584836565,200407.6752616052,95106.79590349451
2022-06-22,,,,,,,,,,144955.80665878218,200830.21166006287,94809.40830653797
2022-06-23,,,,,,,,,,145009.27746919869,201252.74805852052,94519.9486124116
2022-06-24,,,,,,,,,,145062.74827961522,201828.80009338807,94046.92971288464
2022-06-25,,,,,,,,,,145116.21909003175,202308.67631495296,93682.34159128349
2022-06-26,,,,,,,,,,145169.68990044823,202777.291900485,93393.7884587169
2022-06-27,,,,,,,,,,145223.1607108648,203230.89020851036,93141.3499071735
2022-06-28,,,,,,,,,,145276.6315212813,203796.70328164112,92699.60734373816
2022-06-29,,,,,,,,,,145330.10233169782,204454.34601863546,92055.01801505333
2022-06-30,,,,,,,,,,145383.57314211436,205106.17715466808,91798.27043366748
2022-07-01,,,,,,,,,,145437.04395253086,205758.0082907008,91531.54189172672
2022-07-02,,,,,,,,,,145490.5147629474,206409.8394267334,91277.75289115426
2022-07-03,,,,,,,,,,145543.98557336393,207120.60236701436,91024.2193666929
2022-07-04,,,,,,,,,,145597.4563837804,207867.91870567115,90770.68584223154
2022-07-05,,,,,,,,,,145650.92719419696,208557.01502128187,90386.29015959827
2022-07-06,,,,,,,,,,145704.39800461347,209254.61172096754,89967.772267504
2022-07-07,,,,,,,,,,145757.86881503,209838.77425296526,89562.1088418846
2022-07-08,,,,,,,,,,145811.33962544653,210607.90043836716,89156.44541626511
2022-07-09,,,,,,,,,,145864.81043586304,211062.82350885906,88750.7819906456
2022-07-10,,,,,,,,,,145918.28124627957,211721.3885266694,88345.1185650262
2022-07-11,,,,,,,,,,145971.7520566961,212359.6956960908,87939.45513940671
2022-07-12,,,,,,,,,,146025.2228671126,213001.35896452784,87511.93861288704
2022-07-13,,,,,,,,,,146078.69367752914,213665.98159226144,87065.78698313308
2022-07-14,,,,,,,,,,146132.16448794564,214330.60421999512,86656.64220800527
2022-07-15,,,,,,,,,,146185.63529836218,215098.93602879002,86377.58221627395
2022-07-16,,,,,,,,,,146239.1061087787,215669.77053277806,85799.95971008019
2022-07-17,,,,,,,,,,146292.5769191952,216224.8160785531,85023.60008184962
2022-07-18,,,,,,,,,,146346.04772961175,216773.0421635544,84355.78232405172
2022-07-19,,,,,,,,,,146399.51854002828,217318.37297045457,83788.62359368207
2022-07-20,,,,,,,,,,146452.98935044478,217860.0486079401,83203.77566177608
2022-07-21,,,,,,,,,,146506.46016086132,218380.731568819,82794.65243187215
2022-07-22,,,,,,,,,,146559.93097127782,218715.5097324534,82395.6008133677
2022-07-23,,,,,,,,,,146613.40178169435,219087.25722357634,82021.85977847458
2022-07-24,,,,,,,,,,146666.87259211089,219534.96196387935,81831.01131596045
2022-07-25,,,,,,,,,,146720.3434025274,220017.70061204146,81711.50688164947
2022-07-26,,,,,,,,,,146773.81421294392,220516.87987512685,81353.80936371254
2022-07-27,,,,,,,,,,146827.28502336045,221013.3298537616,81041.11846388601
2022-07-28,,,,,,,,,,146880.75583377696,221780.4083591834,80726.4362937428
2022-07-29,,,,,,,,,,146934.2266441935,222217.0037807615,80308.48810945486
2022-07-30,,,,,,,,,,146987.69745461,222612.49871303653,79902.86549671946
2022-07-31,,,,,,,,,,147041.16826502653,223217.25593801652,79458.31197589549
2022-08-01,,,,,,,,,,147094.63907544306,223711.14597447607,79019.32606236069
2022-08-02,,,,,,,,,,147148.10988585957,224257.4391296417,78580.34014882597
2022-08-03,,,,,,,,,,147201.5806962761,225089.73048995523,78163.31467408077
2022-08-04,,,,,,,,,,147255.0515066926,225654.09658668528,77751.11328075183
2022-08-05,,,,,,,,,,147308.52231710913,226088.97903709722,77338.91188742296
2022-08-06,,,,,,,,,,147361.99312752567,226611.28675355169,76927.99579776429
2022-08-07,,,,,,,,,,147415.46393794217,227191.10212429447,76248.52145420587
2022-08-08,,,,,,,,,,147468.93474835868,227969.24461541604,75524.263211168
2022-08-09,,,,,,,,,,147522.40555877524,228542.42273094103,74812.67007454984
2022-08-10,,,,,,,,,,147575.87636919174,229437.69843232338,74395.49821994526
2022-08-11,,,,,,,,,,147629.34717960827,230332.9741337057,73760.05577132851
2022-08-12,,,,,,,,,,147682.81799002478,231117.63022321253,73419.64452357811
2022-08-13,,,,,,,,,,147736.2888004413,231878.5163577763,73195.88430097436
2022-08-14,,,,,,,,,,147789.75961085784,232445.6531954373,72972.12407837062
2022-08-15,,,,,,,,,,147843.23042127435,232817.0628393024,72748.36385576686
2022-08-16,,,,,,,,,,147896.70123169085,233572.41034511686,72513.98609316637
2022-08-17,,,,,,,,,,147950.1720421074,234385.1854896994,72133.09122366227
2022-08-18,,,,,,,,,,148003.64285252392,235196.44313703416,71705.15265337535
2022-08-19,,,,,,,,,,148057.11366294045,236016.63929676748,71280.76423809539
2022-08-20,,,,,,,,,,148110.58447335695,236736.41259146275,70900.46562627362
2022-08-21,,,,,,,,,,148164.05528377346,237147.97790867696,70520.16701445178
2022-08-22,,,,,,,,,,148217.52609419002,237531.95111868565,70139.86840263002
2022-08-23,,,,,,,,,,148270.99690460652,238308.91559598927,69786.05928309518
2022-08-24,,,,,,,,,,148324.46771502303,239177.1561864715,69308.56467147222
2022-08-25,,,,,,,,,,148377.9385254396,239735.09380020422,68866.27872347596
2022-08-26,,,,,,,,,,148431.4093358561,240169.99437690154,68436.52908552487
2022-08-27,,,,,,,,,,148484.88014627263,240696.82298635464,68006.77944757385
2022-08-28,,,,,,,,,,148538.35095668913,241615.12812400746,67577.02980962282
2022-08-29,,,,,,,,,,148591.82176710563,242603.54755501842,67050.3258131465
2022-08-30,,,,,,,,,,148645.2925775222,243590.12766238346,66587.64881608101
2022-08-31,,,,,,,,,,148698.7633879387,244536.84033483348,66148.48835404497
2022-09-01,,,,,,,,,,148752.2341983552,245320.260211058,65716.63900993839
2022-09-02,,,,,,,,,,148805.70500877177,245967.71362586043,65462.582803550635
2022-09-03,,,,,,,,,,148859.17581918827,246622.36354639946,65041.78742211929
2022-09-04,,,,,,,,,,148912.6466296048,247804.83924662395,64613.205106446
2022-09-05,,,,,,,,,,148966.1174400213,248686.52231612697,64188.37794308335
2022-09-06,,,,,,,,,,149019.5882504378,249313.5614291604,63763.5507797207
2022-09-07,,,,,,,,,,149073.05906085437,249940.60054219372,63304.57722902508
2022-09-08,,,,,,,,,,149126.52987127088,250732.22264474936,62693.250062763116
2022-09-09,,,,,,,,,,149180.00068168738,251599.95893106784,62233.19185496163
2022-09-10,,,,,,,,,,149233.47149210394,252158.1572493392,61698.15542116397
2022-09-11,,,,,,,,,,149286.94230252045,252963.24720318985,61057.46814943072
2022-09-12,,,,,,,,,,149340.41311293698,253918.84292805556,60437.53985912465
2022-09-13,,,,,,,,,,149393.88392335348,254656.14471539174,59821.89037546258
